area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00072,Odisha,Jagatsinghpur,Jagatsinghpur Transit Corridor 0072,66.0,76.46,34.61,76.12,63.08,52.48,43.67,43.28,57.32,45.53,51.4,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00073,Odisha,Jajpur,Jajpur Tourist Zone 0073,74.61,40.61,57.81,35.21,55.44,82.5,60.35,83.89,83.93,48.79,57.14,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00074,Odisha,Jharsuguda,Jharsuguda Market Area 0074,55.87,48.98,56.63,43.59,80.7,77.33,78.84,71.84,87.6,57.5,64.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00075,Odisha,Kalahandi,Kalahandi Heritage Area 0075,42.07,39.79,73.97,67.19,64.1,52.79,81.42,75.78,52.61,63.65,67.7,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00076,Odisha,Kandhamal,Kandhamal Hill Area 0076,21.54,37.15,43.12,66.76,80.82,43.02,51.69,48.26,63.5,64.53,59.04,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00077,Odisha,Kendrapara,Kendrapara Hill Area 0077,44.81,66.36,32.18,39.47,83.24,65.86,48.9,66.89,53.94,51.11,54.18,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00078,Odisha,Keonjhar,Keonjhar Heritage Area 0078,43.15,60.42,35.86,59.75,66.2,45.39,60.78,53.25,64.76,52.0,53.21,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00079,Odisha,Khordha,Khordha Nature Area 0079,58.6,55.88,61.2,45.94,84.02,61.07,84.54,83.02,61.57,55.97,65.53,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00080,Odisha,Koraput,Koraput Market Area 0080,48.24,53.87,93.69,43.75,51.49,68.09,63.76,37.86,71.85,58.19,59.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00081,Odisha,Malkangiri,Malkangiri Heritage Area 0081,45.8,24.81,57.59,68.39,43.1,92.27,44.34,40.78,35.74,61.64,58.51,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00082,Odisha,Mayurbhanj,Mayurbhanj Heritage Area 0082,35.02,52.75,55.95,79.52,83.71,73.48,62.17,70.84,65.4,66.67,70.19,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00083,Odisha,Nabarangpur,Nabarangpur Urban Area 0083,33.18,9.41,41.47,70.8,95.11,54.77,63.74,62.13,78.27,70.06,66.69,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00084,Odisha,Nayagarh,Nayagarh Market Area 0084,11.26,62.48,79.66,56.2,58.45,69.36,62.84,30.6,79.09,67.04,62.19,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00085,Odisha,Nuapada,Nuapada Tourist Zone 0085,32.56,87.51,30.61,69.55,70.91,64.64,84.14,73.65,47.1,55.06,61.67,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00086,Odisha,Puri,Puri Transit Corridor 0086,57.46,50.59,52.84,82.18,86.42,35.81,52.13,42.32,65.48,57.45,60.6,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00087,Odisha,Rayagada,Rayagada Temple Area 0087,28.11,54.37,50.23,53.37,82.24,46.99,59.19,44.54,77.48,60.35,58.03,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00088,Odisha,Sambalpur,Sambalpur Transit Corridor 0088,38.91,53.2,48.03,52.26,65.96,91.67,63.65,54.59,76.68,59.58,60.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00089,Odisha,Subarnapur,Subarnapur Nature Area 0089,24.89,95.0,79.88,55.15,81.56,37.13,66.69,79.88,67.84,59.06,65.62,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00090,Odisha,Sundargarh,Sundargarh Nature Area 0090,8.0,56.42,86.63,78.05,61.07,59.68,76.47,65.44,98.0,73.19,72.32,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00091,Odisha,Angul,Angul Temple Area 0091,33.4,35.81,28.37,47.15,41.84,35.06,46.47,13.37,41.17,49.71,39.52,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00092,Odisha,Balangir,Balangir Nature Area 0092,70.06,36.13,64.41,54.6,60.03,38.41,76.95,27.91,88.41,51.61,54.09,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00093,Odisha,Balasore,Balasore Hill Area 0093,31.02,15.99,33.4,42.23,67.04,91.97,46.12,25.66,21.27,62.75,53.46,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00094,Odisha,Bargarh,Bargarh Beach Area 0094,39.42,47.85,53.43,72.6,55.27,39.48,52.69,55.84,82.78,56.74,56.18,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00095,Odisha,Bhadrak,Bhadrak Market Area 0095,8.4,70.18,66.17,46.58,41.3,69.09,48.34,39.22,80.41,59.81,53.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00096,Odisha,Boudh,Boudh Tourist Zone 0096,28.42,42.7,54.85,78.08,74.83,44.17,90.8,69.57,74.92,66.61,68.27,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00097,Odisha,Cuttack,Cuttack Market Area 0097,20.94,59.1,89.02,52.12,79.72,33.23,65.84,51.19,55.13,65.65,64.57,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00098,Odisha,Deogarh,Deogarh Beach Area 0098,87.0,17.87,58.55,77.07,53.15,78.02,76.99,63.19,53.0,55.54,64.02,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00099,Odisha,Dhenkanal,Dhenkanal Market Area 0099,59.22,69.41,67.63,64.31,64.45,65.4,44.56,40.31,52.6,53.01,57.74,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00100,Odisha,Gajapati,Gajapati Urban Area 0100,5.0,60.37,53.74,82.23,95.09,45.22,88.25,55.92,59.41,73.29,71.92,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00101,Odisha,Ganjam,Ganjam Transit Corridor 0101,67.6,56.18,67.17,40.92,43.3,48.82,17.5,47.64,46.64,43.14,44.89,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00102,Odisha,Jagatsinghpur,Jagatsinghpur Market Area 0102,44.8,90.01,50.11,76.92,76.39,71.53,43.94,65.86,59.9,55.16,62.43,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00103,Odisha,Jajpur,Jajpur Tourist Zone 0103,93.67,76.44,43.33,55.15,69.84,98.0,69.7,89.08,70.89,43.65,61.84,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00104,Odisha,Jharsuguda,Jharsuguda Beach Area 0104,25.3,39.48,69.57,40.65,83.35,65.8,59.52,49.99,92.6,66.34,63.15,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00105,Odisha,Kalahandi,Kalahandi Beach Area 0105,52.62,46.26,72.53,74.45,81.03,60.15,55.67,58.12,39.58,62.91,67.32,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00106,Odisha,Kandhamal,Kandhamal Heritage Area 0106,5.0,33.38,37.2,57.85,63.91,60.09,69.22,46.74,51.85,67.06,58.21,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00107,Odisha,Kendrapara,Kendrapara Tourist Zone 0107,55.33,56.85,34.22,49.39,94.52,56.24,55.26,69.28,72.21,52.74,57.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00108,Odisha,Keonjhar,Keonjhar Nature Area 0108,41.26,75.72,23.71,40.91,63.31,41.63,72.56,43.14,73.2,45.31,46.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00109,Odisha,Khordha,Khordha Beach Area 0109,51.79,39.01,79.15,48.49,75.18,60.3,78.8,41.03,80.12,61.59,63.83,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00110,Odisha,Koraput,Koraput Tourist Zone 0110,14.59,77.14,83.69,42.98,72.99,59.13,61.45,52.29,62.93,63.72,63.17,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00111,Odisha,Malkangiri,Malkangiri Nature Area 0111,45.15,7.8,54.51,68.7,74.0,97.04,56.03,55.2,47.16,69.63,67.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00112,Odisha,Mayurbhanj,Mayurbhanj Transit Corridor 0112,36.51,43.91,48.9,90.09,83.88,61.04,35.02,65.6,51.12,65.57,65.99,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00113,Odisha,Nabarangpur,Nabarangpur Temple Area 0113,38.74,44.62,42.69,76.57,86.54,70.41,41.67,46.75,84.18,63.62,62.66,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00114,Odisha,Nayagarh,Nayagarh Hill Area 0114,5.0,67.88,70.9,87.85,68.81,72.95,79.75,51.41,98.0,73.98,73.04,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00115,Odisha,Nuapada,Nuapada Market Area 0115,33.36,50.24,31.19,62.76,81.21,58.9,68.53,39.88,56.79,59.72,57.93,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00116,Odisha,Puri,Puri Tourist Zone 0116,56.39,34.08,44.86,59.57,72.76,59.35,59.73,35.17,70.23,56.29,56.08,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00117,Odisha,Rayagada,Rayagada Market Area 0117,18.62,65.49,71.6,53.34,80.95,64.76,47.66,42.87,76.21,65.26,62.73,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00118,Odisha,Sambalpur,Sambalpur Hill Area 0118,24.88,53.46,65.56,55.62,54.43,73.83,59.15,19.15,62.61,62.44,57.17,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00119,Odisha,Subarnapur,Subarnapur Market Area 0119,41.64,92.09,76.71,98.0,85.12,26.4,67.75,92.4,68.91,60.78,72.83,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00120,Odisha,Sundargarh,Sundargarh Nature Area 0120,32.54,54.19,85.68,55.35,74.97,40.61,59.18,67.84,98.0,63.16,64.95,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00121,Odisha,Angul,Angul Urban Area 0121,45.26,54.36,47.37,42.74,36.43,43.36,80.77,32.4,33.54,47.89,46.6,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00122,Odisha,Balangir,Balangir Urban Area 0122,77.47,46.31,61.96,62.75,83.6,41.78,61.64,49.91,92.19,52.19,59.63,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00123,Odisha,Balasore,Balasore Rural Area 0123,26.47,23.25,24.76,42.04,85.68,94.92,71.34,43.68,15.45,65.82,60.32,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00124,Odisha,Bargarh,Bargarh Transit Corridor 0124,34.29,63.95,33.86,61.58,79.62,57.58,52.17,36.53,81.44,56.46,55.0,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
